eventid	country	region	provstate	city	crit1	crit2	crit3	doubtterr	alternative	multiple	success	suicide	attacktype1	targtype1	targsubtype1	corp1	target1	natlty1	gname	guncertain1	individual	nperps	nperpcap	claimed	claimmode	weaptype1	weapsubtype1	nwoundte	property	propextent	propvalue	ishostkid	nhostkid	nhostkidus	nhours	ndays	divert	ransom	hostkidoutcome	nreleased
201501050066	60	10	North Sinai	Esh Shalaq	1	1	1	0		0	1	0	6	14	67	Not Applicable	Civilians	60	Sinai Province of the Islamic State	0	0	-99	0	0		13		0	0			1	3	0		5		0	4	0
201501050067	603	8	Northern Ireland	Balleymoney	1	1	1	0		0	1	0	2	14	68	Not Applicable	Civilian: Brian McIlhagga	233	Loyalists	0	0	4	0	0		5	5	0	0			0								
201501050068	32	9	Plovdiv	Plovidiv	1	1	1	1	4	0	1	0	7	15	86	Hudavendigar Mosque	Mosque	32	Anti-Muslim extremists	0	1	1	1	1	8	8	20	0	1	4	-99	0								
201501060003	60	10	Cairo	Cairo	1	1	1	0		0	1	0	3	1	1	Unknown	Gas Station	60	Ajnad Misr	0	0	-99	0	1	7	6	16	0	-9			0								
201501060005	209	10	Istanbul	Istanbul	1	1	1	0		0	1	1	3	3	22	Turkish National Police (EGM)	Police Station	209	Devrimici Halk Kurtulus Cephesi (DHKP/C)	1	0	1	0	1	7	6	13	0	1	3	-99	0								
201501060006	228	10	Al Bayda	Az Zahir district	1	1	1	0		0	1	0	1	14	84	General People's Congress (GPC)	Senior Leader: Sheikh Mohammed Abdel-Qader	228	Al-Qaida in the Arabian Peninsula (AQAP)	0	0	-99	0	1	8	5	5	0	1	3	-99	0								
201501060007	4	6	Helmand	Shaykh Zai	1	1	1	0		0	1	0	3	14	76	Not Applicable	House	4	Taliban	0	0	-99	0	0		6	11	0	1	3	-99	0								
201501060019	95	10	Saladin	Tarmiyah	1	1	0	1	1	0	1	0	3	4	36	Iraqi Army	Checkpoint	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	7	6	11	0	0			0								
201501060021	95	10	Al Anbar	Jubah	1	1	1	0		0	1	1	3	4	34	Iraqi Armed Forces	Soldiers	95	Islamic State of Iraq and the Levant (ISIL)	0	0	2	0	0		6	13		1	3	-99	0								
201501060022	95	10	Al Anbar	Hadithah	1	1	0	1	1	0	1	1	3	4	36	Iraqi Army	Checkpoint	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	15	0	0			0								
201501060027	200	10	Aleppo	Kobani	1	1	1	0		0	1	0	9	14	75	Kobani City	City	200	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		13		0	-9			0								
201501060028	182	11	Gedo	Bardere	1	1	1	0		0	1	0	6	14	113	Not Applicable	Suspected Spies	182	Al-Shabaab	0	0	-99	0	1	8	5	5	0	0			1	4	0	-99			0	4	0
201501060029	160	5	Sulu	Jolo	1	1	1	0		0	1	0	6	14	68	Not Applicable	Civilian: Eljon Marzo	160	Abu Sayyaf Group (ASG)	0	0	2	0	0		5	5	0	0			1	1	0		45		-9	2	1
201501060030	92	6	Telangana	Tekulagudem	1	1	1	0		0	1	0	7	1	12	Unknown	Road Construction Equipment	92	Maoists	0	0	20	0	0		8	18	0	1	3	-99	0								
201501060031	92	6	Chhattisgarh	Pakhanjore	1	1	1	0		0	1	0	7	2	15	Chhattisgarh Legislative Assembly	House of Former Member: Manturam Pawar	92	Maoists	0	0	7	0	0		5	5	0	1	3	-99	0								
201501060037	4	6	Ghazni	Giro district	1	1	1	0		0	1	0	3	19	105	Unknown	Rickshaw	4	Taliban	0	0	-99	0	0		6	16	0	1	3	-99	0								
201501060068	113	10	Tripoli	Tripoli	1	1	1	0		0	1	0	6	14	77	Unknown	Doctor: Ignazio Scaravilli	98	Ansar al-Sharia (Libya)	0	0	-99	0	0		13		0	0			1	1	0		154		0	2	1
201501070001	69	8	Ile-de-France	Paris	1	1	1	0		0	1	0	5	10	53	Charlie Hebdo	Offices	69	Al-Qaida in the Arabian Peninsula (AQAP)	0	0	2	0	1	6	6	11	0	1	3	-99	1	11	0	1			0	6	1
201501070002	69	8	Ile-de-France	Paris	1	1	1	0		0	1	0	2	14	67	Not Applicable	Civilian	69	Jihadi-inspired extremists	0	1	1	0	1	6	5	2	0	0			0								
201501070003	4	6	Khost	Khost	1	1	1	0		0	1	1	3	3	22	Afghan Police	Academy	4	Taliban	0	0	3	0	1	4	6	13	0	1	3	-99	0								
201501070004	228	10	Amanat Al Asimah	Sanaa	1	1	1	0		0	1	1	3	3	22	Yemeni Police	Academy	228	Al-Qaida in the Arabian Peninsula (AQAP)	1	0	1	0	0		6	15	0	1	3	-99	0								
201501070006	200	10	Daraa	Nawah	1	1	1	0		0	1	0	3	15	87	Imam Nawawi Shrine	Shrine	200	Al-Nusrah Front	0	0	-99	0	0		6	16	0	1	3	-99	0								
201501070007	4	6	Nangarhar	Jalalabad	1	1	1	0		0	1	0	1	2	14	Government of Laghman	Vehicle of Civil Court Judge: Mahmood-ul-Hasan	4	Taliban	0	0	-99	0	1	10	6	29	0	1	3	-99	0								
201501070008	4	6	Baghlan	Chahar Shanbeh Tepa	1	1	1	0		0	1	0	6	1	12	Unknown	Road Construction Convoy	4	Taliban	0	0	-99	0	1	8	5	5	0	1	3	-99	1	3	0		-99		0	7	-99
201501070009	95	10	Nineveh	Zummar	1	1	0	1	1	0	1	1	3	4	34	Peshmerga	Forces	95	Islamic State of Iraq and the Levant (ISIL)	0	0	1	0	0		6	15		1	4	-99	0								
201501070011	95	10	Saladin	Dhuluiya	1	1	1	0		0	1	0	3	14	67	Not Applicable	Civilians	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	16	0	1	3	-99	0								
201501070016	123	11	Gao	Djoura	1	1	1	0		0	1	0	2	2	21	Government of Djoura	Town Hall	123	Azawad National Liberation Movement (MNLA)	0	0	-99	0	0		5	5	0	1	3	-99	0								
201501070022	182	11	Hiiraan	Beledweyne district	1	1	1	0		0	1	0	6	14	67	Not Applicable	Civilians	182	Al-Shabaab	0	0	-99	0	0		5	5	0	0			1	2	0	-99			0	4	0
201501070023	182	11	Bay	Goof Gaduud	1	1	1	0		0	1	0	7	1	7	Unknown	Khat Vehicles	182	Al-Shabaab	0	0	-99	0	0		8	18	0	1	3	-99	0								
201501070024	182	11	Banaadir	Mogadishu	1	1	1	0		0	1	0	3	8	48	Unknown	University Lecturer	182	Muslim extremists	0	0	-99	0	0		6	29	0	1	3	-99	0								
201501070028	4	6	Uruzgan	Tarin Kot	1	1	1	0		0	1	0	2	3	25	Afghan National Police (ANP)	Officers	4	Taliban	0	0	-99	0	0		5	5	0	1	3	-99	0								
201501070031	153	6	Balochistan	Quetta	1	1	1	0		0	1	0	2	1	7	Unknown	Narcotics Den	153	Balochistan Liberation United Front (BLUF)	0	0	-99	0	1	2	5	5	0	0			0								
201501070035	4	6	Helmand	Naw Zad district	1	1	1	0		0	1	1	3	3	22	Afghan National Civil Order Police (ANCOP)	Checkpost	4	Taliban	0	0	1	0	1	8	6	15	0	1	3	-99	0								
201501070040	113	10	Zawiya	Zawiya	1	1	1	0		0	1	0	7	2	15	House of Representatives	House Deputy President: Muhammad Shu'ayb	113	Muslim extremists	0	0	-99	0	0		8	18	0	1	3	-99	0								
201501070045	60	10	North Sinai	Unknown	1	1	1	0		0	1	0	6	14	67	Not Applicable	Civilian	60	Sinai Province of the Islamic State	0	0	-99	0	0		5	5	0	0			1	1	0		3		0	4	0
201501070056	147	11	Borno	Baga	1	1	1	0		1	1	0	6	14	75	Baga Town	Town	147	Boko Haram	0	0	-99	0	0		6	11	0	1	4	-99	1	300	0		-99		0	6	-99
201501070057	147	11	Yobe	Bujimirum	1	1	1	0		0	1	0	6	14	75	Bujimirum Village	Village	147	Boko Haram	0	0	-99	0	0		5	5	0	1	3	-99	1	243	0		-99		0	6	192
201501070058	147	11	Borno	Doron Baga	1	1	1	0		1	1	0	2	14	75	Doron Baga Town	Town	147	Boko Haram	0	0	-99	0	0		6	11	0	1	4	-99	-9								
201501070059	147	11	Borno	Kukawa district	1	1	1	0		1	1	0	2	14	75	Mile 3 Village	Village	147	Boko Haram	0	0	-99	0	0		6	11	0	1	3	-99	-9								
201501070060	147	11	Borno	Kukawa district	1	1	1	0		1	1	0	2	14	75	Mile 4 Village	Village	147	Boko Haram	0	0	-99	0	0		6	11	0	1	3	-99	-9								
201501070061	147	11	Borno	Kauyen Kuros	1	1	1	0		1	1	0	2	14	75	Kauyen Kuros Village	Village	147	Boko Haram	0	0	-99	0	0		6	11	0	1	3	-99	-9								
201501070062	147	11	Borno	Bundaram	1	1	1	0		1	1	0	2	14	75	Bundaram Village	Village	147	Boko Haram	0	0	-99	0	0		6	11	0	1	3	-99	-9								
201501070063	147	11	Borno	Kukawa district	1	1	1	0		1	1	0	2	14	75	Unknown	Village	147	Boko Haram	0	0	-99	0	0		6	11	0	1	3	-99	-9								
201501070064	147	11	Borno	Kukawa district	1	1	1	0		1	1	0	2	14	75	Unknown	Village	147	Boko Haram	0	0	-99	0	0		6	11	0	1	3	-99	-9								
201501070065	147	11	Borno	Kukawa district	1	1	1	0		1	1	0	2	14	75	Unknown	Village	147	Boko Haram	0	0	-99	0	0		6	11	0	1	3	-99	-9								
201501070066	147	11	Borno	Kukawa district	1	1	1	0		1	1	0	2	14	75	Unknown	Village	147	Boko Haram	0	0	-99	0	0		6	11	0	1	3	-99	-9								
201501070067	147	11	Borno	Kukawa district	1	1	1	0		1	1	0	2	14	75	Unknown	Village	147	Boko Haram	0	0	-99	0	0		6	11	0	1	3	-99	-9								
201501070068	147	11	Borno	Kukawa district	1	1	1	0		1	1	0	2	14	75	Unknown	Village	147	Boko Haram	0	0	-99	0	0		6	11	0	1	3	-99	-9								
201501070069	147	11	Borno	Kukawa district	1	1	1	0		1	1	0	2	14	75	Unknown	Village	147	Boko Haram	0	0	-99	0	0		6	11	0	1	3	-99	-9								
201501070070	147	11	Borno	Kukawa district	1	1	1	0		1	1	0	2	14	75	Unknown	Village	147	Boko Haram	0	0	-99	0	0		6	11	0	1	3	-99	-9								
201501070071	147	11	Borno	Kukawa district	1	1	1	0		1	1	0	2	14	75	Unknown	Village	147	Boko Haram	0	0	-99	0	0		6	11	0	1	3	-99	-9								
201501070072	4	6	Kabul	Kabul	1	1	1	0		0	0	1	3	20		Unknown	Unknown		Haqqani Network	0	0	2	2	0		6	13	0	0			0								
201501070073	147	11	Borno	Kukawa district	1	1	1	0		1	1	0	2	14	75	Unknown	Village	147	Boko Haram	0	0	-99	0	0		6	11	0	1	3	-99	-9								
201501070074	147	11	Borno	Mussa	1	1	1	0		1	1	0	2	14	67	Not Applicable	Civilians	147	Boko Haram	0	0	-99	0	0		5	5	0	1	3	-99	0								
201501070075	147	11	Borno	Burga	1	1	1	0		1	1	0	2	14	67	Not Applicable	Civilians	147	Boko Haram	0	0	-99	0	0		5	5	0	1	3	-99	0								
201501070092	60	10	North Sinai	Arish	1	1	1	0		0	0	0	1	14	84	Al-Nour Party	Car of Senior Member	60	Muslim Brotherhood	0	0	-99	0	0		5	5	0	-9			0								
201501080001	69	8	Ile-de-France	Paris	1	1	1	0		0	1	0	2	3	25	French Police	Officer: Clarissa Jean-Philippe	69	Jihadi-inspired extremists	0	1	1	0	1	6	5	2	0	0			0								
201501080004	153	6	Balochistan	Quetta	1	1	1	0		0	1	0	3	4	34	Pakistan Armed Forces	Soldiers	153	United Baloch Army (UBA)	0	0	-99	0	1	2	6	15	0	1	3	-99	0								
201501080005	153	6	Balochistan	Quetta	1	1	1	0		0	1	0	3	2	18	Government of Pakistan	Residence of Official: Muhammad Akbar	153	Balochistan Liberation United Front (BLUF)	0	0	-99	0	1	2	6	7	0	1	3	-99	0								
201501080007	153	6	Balochistan	Jhal Jhao	1	1	1	0		0	1	0	2	3	23	Levies Forces	Vehicle	153	Baloch Liberation Front (BLF)	0	0	-99	0	1	2	5	5	0	1	4	-99	0								
201501080008	153	6	Balochistan	Jafarabad	1	1	1	0		0	1	0	3	21	106	Unknown	Gas Pipeline	153	Baloch Republican Army (BRA)	0	0	-99	0	1	2	6	16	0	1	4	-99	0								
201501080010	200	10	Aleppo	Nubl	1	1	1	0		1	1	0	3	4	34	Syrian Armed Forces (SAF)	Soldiers	200	Al-Nusrah Front	0	0	-99	0	1	10	6	11		-9			0								
201501080011	200	10	Aleppo	Zahra	1	1	1	0		1	1	1	3	4	34	Syrian Armed Forces (SAF)	Soldiers	200	Al-Nusrah Front	0	0	-99	0	1	10	6	13		-9			0								
201501080015	4	6	Uruzgan	Shaplogh	1	1	1	0		0	1	0	3	3	23	Afghan Police	Vehicle	4	Taliban	0	0	-99	0	0		6	16	0	1	3	-99	0								
201501080020	95	10	Kirkuk	Rashad	1	1	1	0		0	0	0	1	17	94	Sahwa Council	House of Leader	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	16	0	1	3	-99	0								
201501080021	95	10	Kirkuk	Rashad	1	1	1	0		0	1	0	3	15	87	Unknown	Sufi Mausoleum	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	16	0	1	3	-99	0								
201501080022	95	10	Kirkuk	Unknown	1	1	1	0		1	1	0	3	3	25	Iraqi Police Service (IPS)	House of Officer	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	16	0	1	3	-99	0								
201501080023	95	10	Kirkuk	Unknown	1	1	1	0		1	1	0	3	3	25	Iraqi Police Service (IPS)	House of Officer	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	16	0	1	3	-99	0								
201501080024	95	10	Kirkuk	Unknown	1	1	1	0		1	1	0	3	3	25	Iraqi Police Service (IPS)	House of Officer	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	16	0	1	3	-99	0								
201501080025	95	10	Kirkuk	Unknown	1	1	1	0		1	1	0	3	3	25	Iraqi Police Service (IPS)	House of Officer	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	16	0	1	3	-99	0								
201501080026	95	10	Kirkuk	Unknown	1	1	1	0		1	1	0	3	3	25	Iraqi Police Service (IPS)	House of Officer	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	16	0	1	3	-99	0								
201501080027	95	10	Kirkuk	Unknown	1	1	1	0		1	1	0	3	3	25	Iraqi Police Service (IPS)	House of Officer	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	16	0	1	3	-99	0								
201501080028	95	10	Kirkuk	Unknown	1	1	1	0		1	1	0	3	3	25	Iraqi Police Service (IPS)	House of Officer	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	16	0	1	3	-99	0								
201501080029	95	10	Babil	Zaydan	1	1	0	1	1	0	1	0	3	4	29	Iraqi Army	Patrol	95	Al-Naqshabandiya Army	0	0	-99	0	1	7	6	16	0	0			0								
201501080033	95	10	Kirkuk	Zab	1	1	1	0		0	1	0	9	17	94	Sahwa Council	Member: Muhammad Abdallah Abbush	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		13		0	0			0								
201501080037	4	6	Kunduz	Kunduz	1	1	1	0		0	1	0	3	4	29	Afghan National Security Force (ANSF)	Convoys	4	Taliban	0	0	2	0	0		6	16	2	-9			0								
201501080044	182	11	Lower Shebelle	Wanlaweyne	1	1	0	1	1	0	1	0	6	4	34	Somali National Army (SNA)	1st Battalion Soldiers	182	Al-Shabaab	0	0	-99	0	1	10	5	2		1	4	-99	1	2	0		-99		0	7	-99
201501080060	123	11	Mopti	Tenenkou	1	1	1	0		0	1	0	2	14	75	Tenenkou Town	Town	123	Muslim extremists	0	0	-99	0	0		5	5	0	-9			0								
201501080065	209	10	Sirnak	Cizre	1	1	1	0		1	1	0	2	3	23	Turkish National Police (EGM)	Armored Vehicle	209	Kurdistan Workers' Party (PKK)	0	0	-99	0	0		6	11	0	1	4	-99	0								
201501080066	209	10	Sirnak	Cizre	1	1	1	0		1	1	0	2	3	22	Turkish National Police (EGM)	Dicle Police Station	209	Kurdistan Workers' Party (PKK)	0	0	-99	0	0		5	5	0	-9			0								
201501080069	228	10	Sanaa	Arhab district	1	1	1	0		0	1	0	6	8	48	Unknown	Teachers	228	Houthi extremists (Ansar Allah)	0	0	-99	0	0		13		0	0			1	9	0		-99		0	7	-99
201501080070	228	10	Sanaa	Arhab district	1	1	1	0		0	0	0	1	14	77	Not Applicable	Arhab Tribal Leader: Sheikh Ibrahim Al-Hazmi	228	Houthi extremists (Ansar Allah)	0	0	-99	0	0		6	16	0	1	3	-99	0								
201501080077	95	10	Nineveh	Mosul	1	1	1	0		0	1	0	2	1	112	Unknown	Lawyers	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		5	5	0	0			0								
201501080078	95	10	Nineveh	Qayyarah	1	1	1	0		0	1	0	1	4	34	Iraqi Army	Former Colonel	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		5	5	0	0			1	2	0	-99			0	4	0
201501080080	19	6	Sylhet	Kulaura	1	1	1	0		0	1	0	7	19	100	Bangladesh Railway	Udayan Express	19	Pro Hartal Activists	0	0	-99	0	0		11		0	1	4	-99	0								
201501080083	19	6	Rajshahi	Chapai Nawabganj district	1	1	1	0		0	1	0	7	1	12	Unknown	Stone Truck	19	Pro Hartal Activists	0	0	-99	0	0		8	19	0	1	3	-99	0								
201501080084	19	6	Rajshahi	Mohodipur	1	1	1	0		0	1	0	3	1	7	Unknown	Goods Truck	19	Pro Hartal Activists	0	0	-99	0	0		6	17	0	1	3	-99	0								
201501080086	95	10	Saladin	Samarra	1	1	1	0		1	1	1	3	3	24	Iraqi Police Service (IPS)	Checkpoint	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	7	6	15	0	-9			0								
201501080087	95	10	Saladin	Samarra	1	1	1	0		1	1	1	3	3	24	Iraqi Police Service (IPS)	Checkpoint	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	7	6	15	0	-9			0								
201501080088	95	10	Saladin	Samarra	1	1	1	0		1	1	1	3	3	24	Iraqi Police Service (IPS)	Checkpoint	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	7	6	15	0	-9			0								
201501080089	95	10	Saladin	Samarra	1	1	1	0		1	1	0	2	3	25	Iraqi Police Service (IPS)	Officers	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	7	6	11	0	-9			0								
201501090001	69	8	Ile-de-France	Dammartin en Goele	1	1	1	0		1	1	0	5	1		Creation Tendance Decouverte	Printing Firm	69	Muslim extremists	0	0	2	0	0		5	2	0	1	3	-99	1	1	0	8			0	5	1
201501090002	69	8	Ile-de-France	Paris	1	1	1	0		1	1	0	5	1	7	Unknown	Kosher Deli	69	Jihadi-inspired extremists	0	1	1	0	1	6	5	2	0	1	3	-99	1	19	0	5			0	6	15
201501090003	153	6	Punjab	Rawalpindi	1	1	1	0		0	1	1	3	15	86	Aun Muhammad Rizvi	Imambargah	153	Jamaat-ul-Ahrar	0	0	1	0	1	4	6	13	0	1	3	-99	0								
201501090004	153	6	Balochistan	Gwadar district	1	1	0	1	1	0	1	0	2	4	29	Frontier Corps (FC)	Convoy	153	Baloch Liberation Front (BLF)	0	0	-99	0	1	10	6	11	0	0			0								
201501090005	153	6	Balochistan	Jafarabad	1	1	1	0		0	1	0	3	19	100	Pakistan Railways	Railway Track	153	Baloch Republican Army (BRA)	0	0	-99	0	1	2	6	16	0	1	4	-99	0								
201501090014	4	6	Logar	Dado Khel	1	1	1	0		0	1	0	6	12	62	Halo Trust	De-Mining Personnel	422	Taliban	0	0	-99	0	0		5	5	0	1	3	-99	1	8	0		1		0	2	8
201501090018	147	11	Yobe	Damaturu	1	1	1	0		0	1	0	3	14	75	Damaturu City	City	147	Boko Haram	0	0	-99	0	0		6	16		1	3	-99	0								
201501090019	147	11	Borno	Askira Uba	1	1	1	0		0	0	0	9	14	75	Askira Uba Village	Village	147	Boko Haram	0	0	70	0	0		13			0			0								
201501090044	4	6	Helmand	Kundir	1	1	1	0		0	1	0	2	3	22	Afghan Police	Post	4	Taliban	0	0	-99	0	1	7	5	5	0	1	3	-99	-9								
201501090085	92	6	Chhattisgarh	Sukma district	1	1	1	0		0	1	0	6	14	84	Unknown	Panchayat Candidates	92	Maoists	0	0	-99	0	0		13		0	0			1	130	0		6		0	2	130
201501090088	160	5	Maguindanao	Shariff Aguak	1	1	0	1	1	0	1	0	3	4	27	Citizens Armed Forces Geographical Unit (CAFGU)	38th Infantry Battalion Base	160	Bangsamoro Islamic Freedom Movement (BIFM)	0	0	20	0	0		6	11	0	-9			0								
201501090096	214	9	Luhansk	Luhansk	1	1	1	0		0	1	0	6	10		Unknown	Journalist: Maria Varfolomeyeva	214	Luhansk People's Republic	0	0	-99	0	1	6	13		0	0			1	1	0		419		0	2	1
201501100003	110	10	North	Tripoli	1	1	1	0		0	1	1	3	1	2	Cafe Omran	Coffee Shop	110	Al-Nusrah Front	1	0	2	0	1	7	6	13	0	1	3	-99	0								
201501100007	95	10	Kirkuk	Mariam Bek	1	1	0	1	1	1	1	0	9	4	34	Peshmerga	Forces	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	7	13			-9			0								
201501100008	95	10	Kirkuk	Rashad	1	1	0	1	1	1	1	0	9	4	34	Peshmerga	Forces	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	7	13			-9			0								
201501100009	95	10	Kirkuk	Taza Khurmatu	1	1	0	1	1	1	1	0	9	4	34	Peshmerga	Forces	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	7	13			-9			0								
201501100020	200	10	Aleppo	Maskanah	1	0	1	1	3	0	1	0	3	17	93	Al-Nusrah Front	Checkpoint	200	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	15	0	-9			0								
201501100021	200	10	Aleppo	Qatmah	1	1	1	0		0	1	0	3	17	94	People's Protection Units (YPG)	Checkpoint	200	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	15	0	-9			0								
201501100024	113	10	Ghat	Ghat	1	1	1	0		0	1	0	9	17	94	Unknown	Base	113	Muslim extremists	0	0	-99	0	0		13			-9			0								
201501100025	182	11	Lower Juba	Kismayo	1	1	1	0		0	1	0	3	4	29	Jubaland Forces (JF)	Convoy	182	Al-Shabaab	0	0	-99	0	1	8	6	12	0	1	4	-99	0								
201501100026	147	11	Borno	Maiduguri	1	1	1	0		0	1	0	3	14	74	Unknown	Market	147	Boko Haram	0	0	1	0	0		6	16	0	1	3	-99	0								
201501100027	147	11	Yobe	Potiskum	1	1	1	0		0	1	1	3	3	22	Nigeria Police Force (NPF)	Potiskum Divisional Police Station	147	Boko Haram	0	0	1	0	0		6	15	0	1	3	-99	0								
201501100030	4	6	Kunar	Wata Pur district	1	1	1	0		0	1	0	6	2	18	Afghan Ministry of Communications and Information Technology	Provincial Deputy Director: Sahib Rasul	4	Taliban	0	0	-99	0	0		5	5	0	-9			1	2	0		-99		0	7	-99
201501100031	4	6	Kunar	Chonrri	1	1	1	0		0	1	0	7	16	90	Afghan Wireless Communication Company (AWCC)	Cell Phone Tower	4	Taliban	0	0	-99	0	1	8	8	18	0	1	4	-99	0								
201501100032	4	6	Sari Pul	Sangcharak district	1	1	1	0		0	1	0	1	3	25	Afghan Police	Vehicle of District Police Chief: Hakim Beg	4	Taliban	0	0	-99	0	1	7	5	5	0	1	3	-99	0								
201501100035	214	9	Luhansk	Kryakivka	1	1	1	0		0	1	0	3	14	75	Kryakivka Town	Town	214	Luhansk People's Republic	0	0	-99	0	0		6	11	0	1	3	-99	0								
201501100055	182	11	Banaadir	Mogadishu	1	1	1	0		0	0	0	3	20		Unknown	Unknown		Al-Shabaab	0	0	-99	0	0		6	16	0	0			0								
201501100056	182	11	Bari	Bosaso	1	1	1	0		0	1	0	2	3	22	Somali Police Force (SPF)	Police Station	182	Al-Shabaab	0	0	-99	0	1	8	6	7	0	1	3	-99	0								
201501100063	160	5	Sulu	Kiyutaan	1	1	1	0		0	1	0	3	3	23	Barangay Peacekeeping Action Team (BPAT)	Patrol	160	Abu Sayyaf Group (ASG)	0	0	30	0	0		6	11		0			0								
201501100068	153	6	Sindh	Karachi	1	1	1	0		0	0	0	3	3	25	Pakistani Police	Officers	153	Al-Qaida in the Indian Subcontinent	0	0	-99	0	1	5	6	12	0	0			0								
201501100078	4	6	Paktika	Sharana	1	1	1	0		0	0	1	1	2	18	Government of Paktika	Car of Governor: Abdul Karim Mateen	4	Taliban	0	0	1	0	1	10	6	13	0	-9			0								
201501100080	4	6	Sari Pul	Boghavi	1	1	1	0		0	1	0	6	14	67	Not Applicable	Civilians	4	Taliban	0	0	-99	0	0		5	5	0	-9			1	12	0		3		0	6	10
201501100084	160	5	North Cotabato	Pikit	1	1	1	0		0	0	0	3	20		Unknown	Unknown	160	Bangsamoro Islamic Freedom Movement (BIFM)	0	0	2	0	0		6	12	0	0			0								
201501100085	95	10	Arbil	Kuwayr	1	1	0	1	1	0	1	0	9	4	34	Peshmerga	Forces	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		13			1	3	-99	0								
201501100086	95	10	Nineveh	Sinjar	1	1	0	1	1	1	1	0	3	4	34	Peshmerga	Forces	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	15	0	-9			0								
201501100087	95	10	Nineveh	Sinjar	1	1	0	1	1	1	1	0	3	4	34	Peshmerga	Forces	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	15	0	-9			0								
201501100095	19	6	Dhaka	Dhaka	1	1	1	0		0	1	0	7	19	99	Unknown	Bus	19	Pro Hartal Activists	0	0	-99	0	0		8	19	0	1	3	-99	0								
201501100096	19	6	Dhaka	Dhaka	1	1	1	0		0	1	0	3	10	55	Bangladesh Television (BTV)	Complex	19	Pro Hartal Activists	0	0	-99	0	0		6	17	0	-9			0								
201501100097	19	6	Chittagong	Nangalkot	1	1	1	0		0	1	0	7	19	100	Bangladesh Railway	Godhuli Express	19	Pro Hartal Activists	0	0	-99	0	0		11		0	1	4	-99	0								
201501100115	4	6	Ghor	Feroz Koh	1	1	1	0		0	1	0	3	4	34	Afghan National Army (ANA)	Joint Forces	4	Taliban	0	0	-99	0	1	8	6	11	3	1	3	-99	0								
201501110001	153	6	Balochistan	Mekhtar	1	1	0	1	1	0	1	0	2	4	36	Frontier Corps (FC)	Checkpoint	153	Baloch Liberation Army (BLA)	0	0	40	0	1	2	5	5		-9			0								
201501110003	60	10	North Sinai	Rafah	1	1	1	0		0	1	0	6	3	25	Egyptian National Police (ENP)	Officer: Ayman Al-Sayed Al-Desouky	60	Sinai Province of the Islamic State	0	0	-99	0	1	7	5	5	0	0			1	1	0		2		0	4	0
201501110006	95	10	Saladin	Tikrit	1	1	1	0		0	0	0	1	17	94	Sahwa Council	House of Leader: Shaykh Ahmad Raja al-Badawi al-Dulaymi	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	16	0	1	3	-99	0								
201501110009	95	10	Saladin	Samarra	1	1	1	0		0	0	0	3	9	52	Unknown	Weir	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	17	0	0			0								
201501110010	95	10	Diyala	Muqdadiyah	1	1	1	0		1	1	0	3	14	76	Not Applicable	Houses	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	11	0	-9			0								
201501110011	95	10	Diyala	Muqdadiyah	1	1	1	0		1	1	0	3	14	76	Not Applicable	Houses	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	11	0	-9			0								
